,Province,TotalCases,WeeklyCases,TotalDeaths,WeeklyDeaths,TotalHospitalized,WeeklyHospitalized,TotalICU,WeeklyICU,Year,Month,Day
459,NU,0,0,0,0,0,0,0,0,2020,09,04
484,NU,0,0,0,0,0,0,0,0,2020,09,11
583,NU,0,0,0,0,0,0,0,0,2020,09,18
631,NU,0,0,0,0,0,0,0,0,2020,09,25
665,NU,0,0,0,0,0,0,0,0,2020,10,02
510,NU,0,0,0,0,0,0,0,0,2020,10,09
542,NU,0,0,0,0,0,0,0,0,2020,10,16
556,NU,0,0,0,0,0,0,0,0,2020,10,23
753,NU,0,0,0,0,0,0,0,0,2020,10,30
767,NU,1,1,0,0,0,0,0,0,2020,11,06
781,NU,4,3,0,0,0,0,0,0,2020,11,13
795,NU,84,80,0,0,0,0,0,0,2020,11,20
415,NU,159,75,0,0,0,0,0,0,2020,11,27
503,NU,206,47,0,0,0,0,0,0,2020,12,04
574,NU,245,39,0,0,0,0,0,0,2020,12,11
469,NU,259,14,0,0,0,0,0,0,2020,12,18
525,NU,265,6,1,1,0,0,0,0,2020,12,25
621,NU,266,1,1,0,0,0,0,0,2021,01,01
647,NU,266,0,1,0,0,0,0,0,2021,01,08
608,NU,266,0,1,0,0,0,0,0,2021,01,15
671,NU,267,1,1,0,0,0,0,0,2021,01,22
685,NU,283,16,1,0,0,0,0,0,2021,01,29
699,NU,296,13,1,0,0,0,0,0,2021,02,05
713,NU,303,7,1,0,0,0,0,0,2021,02,12
727,NU,332,29,1,0,0,0,0,0,2021,02,19
741,NU,356,24,1,0,0,0,0,0,2021,02,26
892,NU,373,17,1,0,0,0,0,0,2021,03,05
1003,NU,381,8,1,0,0,0,0,0,2021,03,12
1082,NU,395,14,4,3,0,0,0,0,2021,03,19
1144,NU,395,0,4,0,0,0,0,0,2021,03,26
895,NU,395,0,4,0,0,0,0,0,2021,04,02
996,NU,395,0,4,0,0,0,0,0,2021,04,09
1066,NU,408,13,4,0,0,0,0,0,2021,04,16
1088,NU,441,33,4,0,0,0,0,0,2021,04,23
1149,NU,501,60,4,0,0,0,0,0,2021,04,30
1173,NU,553,52,4,0,0,0,0,0,2021,05,07
827,NU,618,65,4,0,0,0,0,0,2021,05,14
911,NU,637,19,4,0,0,0,0,0,2021,05,21
1012,NU,648,11,4,0,0,0,0,0,2021,05,28
1094,NU,649,1,4,0,0,0,0,0,2021,06,04
801,NU,654,5,4,0,0,0,0,0,2021,06,11
854,NU,657,3,4,0,0,0,0,0,2021,06,18
868,NU,657,0,4,0,0,0,0,0,2021,06,25
882,NU,657,0,4,0,0,0,0,0,2021,07,02
821,NU,657,0,4,0,0,0,0,0,2021,07,09
918,NU,657,0,4,0,0,0,0,0,2021,07,16
1026,NU,657,0,4,0,0,0,0,0,2021,07,23
1110,NU,657,0,4,0,0,0,0,0,2021,07,30
929,NU,657,0,4,0,0,0,0,0,2021,08,06
968,NU,657,0,4,0,0,0,0,0,2021,08,13
982,NU,657,0,4,0,0,0,0,0,2021,08,20
1009,NU,657,0,4,0,0,0,0,0,2021,08,27
1091,NU,658,1,4,0,0,0,0,0,2021,09,03
1150,NU,658,0,4,0,0,0,0,0,2021,09,10
1197,NU,659,1,4,0,0,0,0,0,2021,09,17
1272,NU,663,4,4,0,0,0,0,0,2021,09,24
1291,NU,664,1,4,0,0,0,0,0,2021,10,01
1305,NU,666,2,4,0,0,0,0,0,2021,10,08
1323,NU,671,5,4,0,0,0,0,0,2021,10,15
1365,NU,674,3,4,0,0,0,0,0,2021,10,22
1391,NU,674,0,4,0,0,0,0,0,2021,10,29
1405,NU,674,0,4,0,0,0,0,0,2021,11,05
1269,NU,674,0,4,0,0,0,0,0,2021,11,12
1351,NU,674,0,4,0,0,0,0,0,2021,11,19
1425,NU,674,0,4,0,0,0,0,0,2021,11,26
1485,NU,674,0,4,0,0,0,0,0,2021,12,03
1536,NU,676,2,4,0,0,0,0,0,2021,12,10
1550,NU,676,0,4,0,0,0,0,0,2021,12,17
1564,NU,681,5,4,0,0,0,0,0,2021,12,24
1334,NU,803,122,4,0,0,0,0,0,2021,12,31
1376,NU,977,174,4,0,0,0,0,0,2022,01,07
1457,NU,1055,78,4,0,0,0,0,0,2022,01,14
1528,NU,1297,242,5,1,0,0,0,0,2022,01,21
1213,NU,1585,288,5,0,0,0,0,0,2022,01,28
1227,NU,1935,350,5,0,0,0,0,0,2022,02,04
1244,NU,2114,179,5,0,0,0,0,0,2022,02,11
1423,NU,2391,277,5,0,0,0,0,0,2022,02,18
1478,NU,2668,277,5,0,0,0,0,0,2022,02,25
1501,NU,3055,387,5,0,0,0,0,0,2022,03,04
1515,NU,3265,311,5,0,0,0,0,0,2022,03,11
1452,NU,3331,66,5,0,0,0,0,0,2022,03,18
1575,NU,3400,69,5,0,0,0,0,0,2022,03,25
1589,NU,3472,72,6,1,0,0,0,0,2022,04,01
1603,NU,3531,59,7,1,0,0,0,0,2022,04,08
1617,NU,3531,0,7,0,0,0,0,0,2022,04,15
1631,NU,3531,0,7,0,0,0,0,0,2022,04,22
1645,NU,3531,0,7,0,0,0,0,0,2022,04,29
1659,NU,3531,0,7,0,0,0,0,0,2022,05,06
1673,NU,3531,0,8,1,0,0,0,0,2022,05,13
1687,NU,3531,0,8,0,0,0,0,0,2022,05,20
1701,NU,3531,0,8,0,0,0,0,0,2022,05,27
1715,NU,3531,0,8,0,0,0,0,0,2022,06,03
1729,NU,3531,0,8,0,0,0,0,0,2022,06,10
1743,NU,3531,0,8,0,0,0,0,0,2022,06,17
1757,NU,3531,0,8,0,0,0,0,0,2022,06,24
1771,NU,3531,0,8,0,0,0,0,0,2022,07,01
1785,NU,3531,0,8,0,0,0,0,0,2022,07,08
1799,NU,3531,0,8,0,0,0,0,0,2022,07,15
1813,NU,3531,0,8,0,0,0,0,0,2022,07,22
1827,NU,3531,0,8,0,0,0,0,0,2022,07,29
1841,NU,3531,0,8,0,0,0,0,0,2022,08,05
1855,NU,3531,0,8,0,0,0,0,0,2022,08,12
1869,NU,3531,0,8,0,0,0,0,0,2022,08,19
1883,NU,3531,0,8,0,0,0,0,0,2022,08,26
1897,NU,3531,0,8,0,0,0,0,0,2022,09,02
1911,NU,3531,0,8,0,0,0,0,0,2022,09,09
1925,NU,3531,0,8,0,0,0,0,0,2022,09,16
1939,NU,3531,0,8,0,0,0,0,0,2022,09,23
1953,NU,3531,0,8,0,0,0,0,0,2022,09,30
1967,NU,3531,0,8,0,0,0,0,0,2022,10,07
1981,NU,3531,0,8,0,0,0,0,0,2022,10,14
1995,NU,3531,0,8,0,0,0,0,0,2022,10,21
2009,NU,3531,0,8,0,0,0,0,0,2022,10,28
2023,NU,3531,0,8,0,0,0,0,0,2022,11,04
2037,NU,3531,0,8,0,0,0,0,0,2022,11,11
2051,NU,3531,0,8,0,0,0,0,0,2022,11,18
2065,NU,3531,0,8,0,0,0,0,0,2022,11,25
2079,NU,3531,0,8,0,0,0,0,0,2022,12,02
2093,NU,3531,0,8,0,0,0,0,0,2022,12,09
2107,NU,3531,0,8,0,0,0,0,0,2022,12,16
2121,NU,3531,0,8,0,0,0,0,0,2022,12,23
2135,NU,3531,0,8,0,0,0,0,0,2022,12,30
2149,NU,3531,0,8,0,0,0,0,0,2023,01,06
2163,NU,3531,0,8,0,0,0,0,0,2023,01,13
2177,NU,3531,0,8,0,0,0,0,0,2023,01,20
2191,NU,3531,0,8,0,0,0,0,0,2023,01,27
2205,NU,3531,0,8,0,0,0,0,0,2023,02,03
2220,NU,3531,0,8,0,0,0,0,0,2023,02,10
2234,NU,3531,0,8,0,0,0,0,0,2023,02,17
2248,NU,3531,0,8,0,0,0,0,0,2023,02,24
2262,NU,3531,0,8,0,0,0,0,0,2023,03,03
2276,NU,3531,0,8,0,0,0,0,0,2023,03,10
58,ON,3,3,0,0,0,0,0,0,2020,01,31
72,ON,3,0,0,0,0,0,0,0,2020,02,07
86,ON,3,0,0,0,0,0,0,0,2020,02,14
150,ON,3,0,0,0,0,0,0,0,2020,02,21
167,ON,8,5,0,0,0,0,0,0,2020,02,28
195,ON,28,20,0,0,0,0,0,0,2020,03,06
247,ON,79,51,1,1,0,0,0,0,2020,03,13
284,ON,318,239,2,1,0,0,0,0,2020,03,20
312,ON,993,675,18,16,0,0,0,0,2020,03,27
330,ON,3255,2262,67,49,0,0,0,0,2020,04,03
344,ON,6237,2982,222,155,673,673,477,477,2020,04,10
186,ON,9525,3288,478,256,829,156,245,-232,2020,04,17
214,ON,13519,3994,763,285,910,81,243,-2,2020,04,24
228,ON,16608,3089,1121,358,1017,107,225,-18,2020,05,01
104,ON,19598,2990,1540,419,1028,11,213,-12,2020,05,08
118,ON,21922,2324,1825,285,986,-42,179,-34,2020,05,15
132,ON,24628,2706,2021,196,961,-25,153,-26,2020,05,22
146,ON,27210,2582,2230,209,826,-135,129,-24,2020,05,29
258,ON,29747,2537,2372,142,749,-77,118,-11,2020,06,05
277,ON,31726,1979,2498,126,527,-222,114,-4,2020,06,12
305,ON,33095,1369,2564,66,331,-196,82,-32,2020,06,19
2,ON,34316,1221,2644,80,256,-75,61,-21,2020,06,26
16,ON,35535,1219,2682,38,155,-101,40,-21,2020,07,03
30,ON,36464,929,2710,28,117,-38,34,-6,2020,07,10
44,ON,37274,810,2746,36,108,-9,30,-4,2020,07,17
358,ON,38405,1131,2758,12,141,33,31,1,2020,07,24
372,ON,39209,804,2775,17,78,-63,29,-2,2020,07,31
386,ON,39897,688,2783,8,66,-12,28,-1,2020,08,07
403,ON,40459,562,2788,5,41,-25,17,-11,2020,08,14
432,ON,41179,720,2796,8,35,-6,13,-4,2020,08,21
446,ON,41935,756,2809,13,61,26,18,5,2020,08,28
460,ON,42834,899,2811,2,66,5,13,-5,2020,09,04
488,ON,44068,1234,2813,2,49,-17,18,5,2020,09,11
587,ON,46077,2009,2825,12,58,9,20,2,2020,09,18
634,ON,48905,2828,2837,12,87,29,25,5,2020,09,25
666,ON,52980,4075,2927,90,167,80,38,13,2020,10,02
514,ON,57681,4701,2997,70,225,58,47,9,2020,10,09
543,ON,62908,5227,3031,34,261,36,67,20,2020,10,16
557,ON,68353,5445,3080,49,276,15,78,11,2020,10,23
754,ON,74715,6362,3127,47,314,38,75,-3,2020,10,30
768,ON,81693,6978,3209,82,380,66,86,11,2020,11,06
782,ON,91180,9487,3312,103,452,72,106,20,2020,11,13
796,ON,100790,9610,3451,139,518,66,142,36,2020,11,20
417,ON,111216,10426,3595,144,542,24,151,9,2020,11,27
507,ON,123526,12310,3737,142,674,132,207,56,2020,12,04
575,ON,136631,13105,3916,179,808,134,235,28,2020,12,11
473,ON,151257,14626,4098,182,877,69,261,26,2020,12,18
529,ON,165110,13853,4278,180,967,90,277,16,2020,12,25
624,ON,182159,17049,4530,252,1235,268,337,60,2021,01,01
648,ON,208394,26235,4882,352,1446,211,369,32,2021,01,08
611,ON,231308,22914,5289,407,1647,201,387,18,2021,01,15
672,ON,250226,18918,5701,412,1512,-135,383,-4,2021,01,22
686,ON,264300,14074,6072,371,1291,-221,360,-23,2021,01,29
700,ON,275330,11030,6438,366,1043,-248,325,-35,2021,02,05
714,ON,283587,8257,6632,194,763,-280,295,-30,2021,02,12
728,ON,290771,7184,6820,188,689,-74,269,-26,2021,02,19
742,ON,298569,7798,6944,124,683,-6,284,15,2021,02,26
897,ON,306007,7438,7046,102,643,-40,280,-4,2021,03,05
1008,ON,314891,8884,7127,81,676,33,282,2,2021,03,12
1087,ON,325254,10363,7212,85,759,83,309,27,2021,03,19
1148,ON,338239,12985,7292,80,913,154,359,50,2021,03,26
900,ON,352460,14221,7389,97,1116,203,433,74,2021,04,02
1000,ON,378339,25879,7512,123,1492,376,519,86,2021,04,09
1067,ON,408383,30044,7664,152,1955,463,701,182,2021,04,16
1093,ON,437310,28927,7863,199,2287,332,818,117,2021,04,23
1152,ON,463364,26054,8050,187,2201,-86,883,65,2021,04,30
1174,ON,486223,22859,8236,186,1924,-277,858,-25,2021,05,07
1184,ON,504533,18310,8431,195,1582,-342,777,-81,2021,05,14
916,ON,518980,14447,8579,148,1265,-317,715,-62,2021,05,21
1017,ON,528453,9473,8711,132,1023,-242,645,-70,2021,05,28
1099,ON,534675,6222,8820,109,687,-336,357,-288,2021,06,04
803,ON,538651,3976,8935,115,489,-198,440,83,2021,06,11
855,ON,541525,2874,8994,59,378,-111,352,-88,2021,06,18
869,ON,543571,2046,9101,107,275,-103,284,-68,2021,06,25
883,ON,545381,1810,9196,95,179,-96,252,-32,2021,07,02
825,ON,546804,1423,9237,41,189,10,202,-50,2021,07,09
913,ON,547864,1060,9285,48,159,-30,158,-44,2021,07,16
1031,ON,548986,1122,9308,23,137,-22,136,-22,2021,07,23
822,ON,550178,1192,9339,31,108,-29,117,-19,2021,07,30
934,ON,551678,1500,9392,53,114,6,110,-7,2021,08,06
969,ON,554472,2794,9416,24,123,9,111,1,2021,08,13
983,ON,558101,3629,9450,34,197,74,135,24,2021,08,20
1014,ON,562756,4655,9489,39,306,109,158,23,2021,08,27
1096,ON,567878,5122,9536,47,326,20,169,11,2021,09,03
1153,ON,572978,5100,9590,54,361,35,177,8,2021,09,10
1198,ON,578048,5070,9637,47,336,-25,194,17,2021,09,17
1278,ON,582635,4587,9688,51,308,-28,193,-1,2021,09,24
1292,ON,586817,4182,9743,55,278,-30,163,-30,2021,10,01
1306,ON,590677,3860,9786,43,271,-7,154,-9,2021,10,08
1326,ON,593933,3256,9809,23,265,-6,163,9,2021,10,15
1368,ON,596772,2839,9839,30,261,-4,149,-14,2021,10,22
1392,ON,599259,2487,9865,26,211,-50,130,-19,2021,10,29
1406,ON,602087,2828,9896,31,225,14,129,-1,2021,11,05
1271,ON,605846,3759,9921,25,207,-18,130,1,2021,11,12
1354,ON,610222,4376,9959,38,269,62,128,-2,2021,11,19
1429,ON,615197,4975,9991,32,268,-1,140,12,2021,11,26
1489,ON,621260,6063,10016,25,286,18,146,6,2021,12,03
1537,ON,629064,7804,10065,49,309,23,151,5,2021,12,10
1551,ON,642465,13401,10107,42,358,49,157,6,2021,12,17
1565,ON,676924,34459,10146,39,508,150,164,7,2021,12,24
1337,ON,756361,79437,10194,48,1144,636,205,41,2021,12,31
1379,ON,853270,96909,10315,121,2472,1328,338,133,2022,01,07
1461,ON,926904,73634,10522,207,3814,1342,527,189,2022,01,14
1200,ON,984359,57455,10865,343,4114,300,590,63,2022,01,21
1214,ON,1021436,37077,11298,433,3535,-579,607,17,2022,01,28
1228,ON,1047970,26534,11711,413,2634,-901,517,-90,2022,02,04
1247,ON,1067511,19541,12040,329,1829,-805,435,-82,2022,02,11
1427,ON,1083274,15763,12237,197,1281,-548,352,-83,2022,02,18
1482,ON,1096357,13083,12386,149,1003,-278,297,-55,2022,02,25
1502,ON,1109493,13136,12525,139,821,-182,262,-35,2022,03,04
1516,ON,1121694,12201,12227,-298,717,-104,238,-24,2022,03,11
1456,ON,1134443,12749,12313,86,615,-102,193,-45,2022,03,18
1576,ON,1148336,13893,12388,75,667,52,161,-32,2022,03,25
1590,ON,1166128,17792,12451,63,804,137,167,6,2022,04,01
1604,ON,1195918,29790,12536,112,977,173,173,6,2022,04,08
1618,ON,1209041,20401,12606,70,1392,415,177,11,2022,04,15
1632,ON,1234240,25199,12704,98,1591,199,214,37,2022,04,22
1646,ON,1255338,21098,12812,108,1679,88,209,-5,2022,04,29
1660,ON,1270808,15470,12938,126,1662,-17,210,1,2022,05,06
1674,ON,1283329,12521,13052,114,1453,-209,168,-42,2022,05,13
1688,ON,1293226,9897,13146,94,1165,-288,163,-5,2022,05,20
1702,ON,1299874,6648,13210,64,948,-217,154,-9,2022,05,27
1716,ON,1305989,6115,13275,65,669,-279,117,-37,2022,06,03
1730,ON,1311360,5371,13324,49,536,-133,110,-7,2022,06,10
1744,ON,1314447,3087,13351,27,491,-45,109,-1,2022,06,17
1758,ON,1317699,3252,13367,16,486,-5,96,-13,2022,06,24
1772,ON,1323321,5622,13407,40,585,99,95,-1,2022,07,01
1786,ON,1329966,6645,13438,31,712,127,110,15,2022,07,08
1800,ON,1338779,8813,13483,45,985,273,118,8,2022,07,15
1814,ON,1350212,11433,13531,48,1483,498,126,8,2022,07,22
1828,ON,1362341,12129,13613,82,1492,9,138,12,2022,07,29
1842,ON,1373548,11207,13673,60,1474,-18,139,1,2022,08,05
1856,ON,1384316,10768,13787,114,1382,-92,142,3,2022,08,12
1870,ON,1394524,10208,13844,57,1328,-54,137,-5,2022,08,19
1884,ON,1404302,9778,13930,86,1354,26,146,9,2022,08,26
1898,ON,1413591,9289,14029,99,1245,-109,146,0,2022,09,02
1912,ON,1421991,8400,14094,65,1248,3,136,-10,2022,09,09
1926,ON,1429286,7295,14193,99,1167,-81,130,-6,2022,09,16
1940,ON,1437504,8218,14259,66,1141,-26,129,-1,2022,09,23
1954,ON,1446027,8523,14332,73,1265,124,133,4,2022,09,30
1968,ON,1455133,9106,14400,68,1456,191,131,-2,2022,10,07
1982,ON,1464672,9539,14471,71,1629,173,143,12,2022,10,14
1996,ON,1474282,9610,14569,98,1663,34,158,15,2022,10,21
2010,ON,1484249,9967,14683,114,1921,258,148,-10,2022,10,28
2024,ON,1494422,10173,14799,116,1842,-79,140,-8,2022,11,04
2038,ON,1502753,8331,14937,138,1842,0,117,-23,2022,11,11
2052,ON,1509014,6261,15053,116,1390,-452,119,2,2022,11,18
2066,ON,1514586,5572,15162,109,1166,-224,130,11,2022,11,25
2080,ON,1519237,4651,15244,82,1210,44,118,-12,2022,12,02
2094,ON,1525008,5771,15333,89,1145,-65,117,-1,2022,12,09
2108,ON,1530632,5624,15408,75,1222,77,108,-9,2022,12,16
2122,ON,1536865,6233,15471,63,1194,-28,119,11,2022,12,23
2136,ON,1536865,0,15471,0,1209,15,119,0,2022,12,30
2150,ON,1550104,13239,15582,111,1490,281,139,20,2023,01,06
2164,ON,1557547,7443,15689,107,1564,74,122,-17,2023,01,13
2178,ON,1563422,5875,15786,97,1255,-309,109,-13,2023,01,20
2192,ON,1568588,5166,15851,65,1173,-82,104,-5,2023,01,27
2206,ON,1573572,4984,15916,65,1136,-37,100,-4,2023,02,03
2221,ON,1578322,4750,15995,79,1008,-128,102,2,2023,02,10
2235,ON,1582929,4607,16037,42,1062,54,97,-5,2023,02,17
2249,ON,1587269,4340,16088,51,978,-84,98,1,2023,02,24
2263,ON,1591194,3925,16149,61,1009,31,108,10,2023,03,03
2277,ON,1595106,3912,16204,55,948,-61,103,-5,2023,03,10
59,PE,0,0,0,0,0,0,0,0,2020,01,31
73,PE,0,0,0,0,0,0,0,0,2020,02,07
87,PE,0,0,0,0,0,0,0,0,2020,02,14
151,PE,0,0,0,0,0,0,0,0,2020,02,21
169,PE,0,0,0,0,0,0,0,0,2020,02,28
197,PE,0,0,0,0,0,0,0,0,2020,03,06
249,PE,0,0,0,0,0,0,0,0,2020,03,13
286,PE,2,2,0,0,0,0,0,0,2020,03,20
314,PE,11,9,0,0,0,0,0,0,2020,03,27
331,PE,22,11,0,0,0,0,0,0,2020,04,03
345,PE,25,3,0,0,0,0,0,0,2020,04,10
188,PE,26,1,0,0,0,0,0,0,2020,04,17
215,PE,26,0,0,0,0,0,0,0,2020,04,24
229,PE,27,1,0,0,0,0,0,0,2020,05,01
105,PE,27,0,0,0,0,0,0,0,2020,05,08
119,PE,27,0,0,0,0,0,0,0,2020,05,15
133,PE,27,0,0,0,0,0,0,0,2020,05,22
147,PE,27,0,0,0,0,0,0,0,2020,05,29
260,PE,27,0,0,0,0,0,0,0,2020,06,05
279,PE,27,0,0,0,0,0,0,0,2020,06,12
307,PE,27,0,0,0,0,0,0,0,2020,06,19
3,PE,27,0,0,0,0,0,0,0,2020,06,26
17,PE,27,0,0,0,0,0,0,0,2020,07,03
31,PE,33,6,0,0,0,0,0,0,2020,07,10
45,PE,36,3,0,0,0,0,0,0,2020,07,17
359,PE,36,0,0,0,0,0,0,0,2020,07,24
373,PE,36,0,0,0,0,0,0,0,2020,07,31
387,PE,36,0,0,0,0,0,0,0,2020,08,07
406,PE,41,5,0,0,0,0,0,0,2020,08,14
433,PE,44,3,0,0,0,0,0,0,2020,08,21
447,PE,44,0,0,0,0,0,0,0,2020,08,28
461,PE,47,3,0,0,0,0,0,0,2020,09,04
492,PE,55,8,0,0,0,0,0,0,2020,09,11
591,PE,57,2,0,0,0,0,0,0,2020,09,18
637,PE,58,1,0,0,0,0,0,0,2020,09,25
667,PE,59,1,0,0,0,0,0,0,2020,10,02
518,PE,61,2,0,0,0,0,0,0,2020,10,09
544,PE,63,2,0,0,0,0,0,0,2020,10,16
558,PE,64,1,0,0,0,0,0,0,2020,10,23
755,PE,64,0,0,0,0,0,0,0,2020,10,30
769,PE,64,0,0,0,0,0,0,0,2020,11,06
783,PE,68,4,0,0,0,0,0,0,2020,11,13
797,PE,68,0,0,0,0,0,0,0,2020,11,20
419,PE,70,2,0,0,0,0,0,0,2020,11,27
511,PE,73,3,0,0,0,0,0,0,2020,12,04
576,PE,84,11,0,0,0,0,0,0,2020,12,11
477,PE,90,6,0,0,0,0,0,0,2020,12,18
533,PE,94,4,0,0,0,0,0,0,2020,12,25
627,PE,96,2,0,0,0,0,0,0,2021,01,01
649,PE,102,6,0,0,0,0,0,0,2021,01,08
614,PE,104,2,0,0,0,0,0,0,2021,01,15
673,PE,110,6,0,0,0,0,0,0,2021,01,22
687,PE,111,1,0,0,0,0,0,0,2021,01,29
701,PE,112,1,0,0,0,0,0,0,2021,02,05
715,PE,114,2,0,0,0,0,0,0,2021,02,12
729,PE,114,0,0,0,0,0,0,0,2021,02,19
743,PE,120,6,0,0,0,0,0,0,2021,02,26
902,PE,139,19,0,0,0,0,0,0,2021,03,05
1013,PE,143,4,0,0,0,0,0,0,2021,03,12
1092,PE,144,1,0,0,0,0,0,0,2021,03,19
1151,PE,152,8,0,0,0,0,0,0,2021,03,26
905,PE,159,7,0,0,0,0,0,0,2021,04,02
1005,PE,160,1,0,0,0,0,0,0,2021,04,09
1068,PE,165,5,0,0,0,0,0,0,2021,04,16
1098,PE,175,10,0,0,0,0,0,0,2021,04,23
1154,PE,177,2,0,0,0,0,0,0,2021,04,30
1175,PE,186,9,0,0,0,0,0,0,2021,05,07
1188,PE,190,4,0,0,0,0,0,0,2021,05,14
921,PE,200,10,0,0,0,0,0,0,2021,05,21
1022,PE,202,2,0,0,0,0,0,0,2021,05,28
1104,PE,206,4,0,0,0,0,0,0,2021,06,04
804,PE,206,0,0,0,0,0,0,0,2021,06,11
856,PE,206,0,0,0,0,0,0,0,2021,06,18
870,PE,206,0,0,0,0,0,0,0,2021,06,25
884,PE,207,1,0,0,0,0,0,0,2021,07,02
831,PE,208,1,0,0,0,0,0,0,2021,07,09
908,PE,208,0,0,0,0,0,0,0,2021,07,16
1036,PE,208,0,0,0,0,0,0,0,2021,07,23
828,PE,208,0,0,0,0,0,0,0,2021,07,30
939,PE,212,4,0,0,0,0,0,0,2021,08,06
970,PE,218,6,0,0,0,0,0,0,2021,08,13
984,PE,221,3,0,0,0,0,0,0,2021,08,20
1019,PE,230,9,0,0,0,0,0,0,2021,08,27
1101,PE,233,3,0,0,0,0,0,0,2021,09,03
1155,PE,240,7,0,0,0,0,0,0,2021,09,10
1199,PE,270,30,0,0,0,0,0,0,2021,09,17
1279,PE,293,23,0,0,0,0,0,0,2021,09,24
1293,PE,302,9,0,0,0,0,0,0,2021,10,01
1307,PE,306,4,0,0,0,0,0,0,2021,10,08
1329,PE,312,6,0,0,0,0,0,0,2021,10,15
1371,PE,315,3,0,0,0,0,0,0,2021,10,22
1393,PE,317,2,0,0,0,0,0,0,2021,10,29
1407,PE,320,3,0,0,0,0,0,0,2021,11,05
1273,PE,324,4,0,0,0,0,0,0,2021,11,12
1357,PE,339,15,0,0,0,0,0,0,2021,11,19
1433,PE,367,28,0,0,0,0,0,0,2021,11,26
1519,PE,382,15,0,0,0,0,0,0,2021,12,03
1538,PE,413,31,0,0,0,0,0,0,2021,12,10
1552,PE,444,31,0,0,0,0,0,0,2021,12,17
1566,PE,621,177,0,0,0,0,0,0,2021,12,24
1340,PE,1366,745,0,0,3,3,0,0,2021,12,31
1382,PE,2463,1097,0,0,2,-1,1,1,2022,01,07
1466,PE,3861,1398,2,2,7,5,1,0,2022,01,14
1201,PE,5628,1767,4,2,8,1,1,0,2022,01,21
1215,PE,7274,1646,9,5,17,9,2,1,2022,01,28
1229,PE,8764,1490,12,3,10,-7,1,-1,2022,02,04
1250,PE,9969,1205,13,1,11,1,1,0,2022,02,11
1431,PE,11492,1523,15,2,1,-10,0,-1,2022,02,18
1486,PE,13372,1880,15,0,1,0,0,0,2022,02,25
1503,PE,16296,2924,16,1,6,5,0,0,2022,03,04
1517,PE,19703,4436,16,0,8,1,0,0,2022,03,11
1460,PE,21307,1604,16,0,8,0,0,0,2022,03,18
1577,PE,23345,2038,16,0,12,4,1,1,2022,03,25
1591,PE,25799,2454,18,2,19,7,1,0,2022,04,01
1605,PE,28375,2576,19,1,14,-5,3,2,2022,04,08
1619,PE,30604,2229,21,2,17,3,3,0,2022,04,15
1633,PE,32532,1928,23,2,11,-6,2,-1,2022,04,22
1647,PE,34270,1738,25,2,6,-5,1,-1,2022,04,29
1661,PE,35433,1163,26,1,6,0,0,-1,2022,05,06
1675,PE,36332,899,32,6,6,0,0,0,2022,05,13
1689,PE,37124,792,33,1,6,0,0,0,2022,05,20
1703,PE,37578,454,33,0,5,-1,0,0,2022,05,27
1717,PE,38054,476,33,0,7,2,0,0,2022,06,03
1731,PE,38686,632,35,2,3,-4,0,0,2022,06,10
1745,PE,39377,691,44,9,4,1,0,0,2022,06,17
1759,PE,39998,621,45,1,3,-1,0,0,2022,06,24
1773,PE,40806,808,45,0,7,4,0,0,2022,07,01
1787,PE,41876,1070,45,0,6,-1,1,1,2022,07,08
1801,PE,43146,1270,46,1,8,2,0,-1,2022,07,15
1815,PE,44852,1706,49,3,21,13,1,1,2022,07,22
1829,PE,46240,1388,49,0,9,-12,0,-1,2022,07,29
1843,PE,47251,1011,49,0,6,-3,0,0,2022,08,05
1857,PE,48027,776,52,3,1,-5,0,0,2022,08,12
1871,PE,48598,571,52,0,4,3,0,0,2022,08,19
1885,PE,49411,813,53,1,4,0,1,1,2022,08,26
1899,PE,50151,740,55,2,4,0,1,0,2022,09,02
1913,PE,50594,443,57,2,3,-1,1,0,2022,09,09
1927,PE,51050,456,57,0,6,3,1,0,2022,09,16
1941,PE,51410,360,60,3,4,-2,1,0,2022,09,23
1955,PE,51410,0,60,0,4,0,1,0,2022,09,30
1969,PE,52047,637,62,2,1,-3,1,0,2022,10,07
1983,PE,52366,319,63,1,2,1,1,0,2022,10,14
1997,PE,52920,554,64,1,8,6,1,0,2022,10,21
2011,PE,53408,488,67,3,13,5,1,0,2022,10,28
2025,PE,53675,267,71,4,2,-11,0,-1,2022,11,04
2039,PE,53888,213,73,2,11,9,0,0,2022,11,11
2053,PE,54043,155,75,2,6,-5,0,0,2022,11,18
2067,PE,52748,-1295,76,1,4,-2,0,0,2022,11,25
2081,PE,53050,302,79,3,3,-1,1,1,2022,12,02
2095,PE,53361,311,81,2,6,3,0,-1,2022,12,09
2109,PE,53602,241,81,0,7,1,0,0,2022,12,16
2123,PE,53810,208,82,1,10,3,1,1,2022,12,23
2137,PE,53810,0,82,0,10,0,1,0,2022,12,30
2151,PE,54170,360,82,0,4,-6,0,-1,2023,01,06
2165,PE,54316,146,83,1,3,-1,0,0,2023,01,13
2179,PE,54475,159,86,3,9,6,0,0,2023,01,20
2193,PE,54929,454,86,0,14,5,1,1,2023,01,27
2207,PE,54994,65,88,2,3,-11,0,-1,2023,02,03
2222,PE,55054,60,90,2,2,-1,0,0,2023,02,10
